model_rank,independent_rank,adp,market_gap,independent_market_gap,round,player,position,position_rank,adp_position_rank,adp_position_label,decision_position_label,team,bye,injury,tier,signal,projected_points,projected_ppg_17,independent_points,independent_ppg,independent_expected_points,sleeper_projected_points,sleeper_ppg_17,projection_gap,projected_games,confidence,model_source,reason,team_pass_rank,team_rush_rank,team_pass_rate,own_pass_attempts,sleeper_pass_attempts,own_targets,sleeper_targets,own_carries,sleeper_carries,vbd,independent_vbd,games_2025,points_2025,ppg_2025,rank_2025,player_id,rush_attempts,rush_yards,rush_touchdowns,receptions,targets,receiving_yards,receiving_touchdowns,completions,pass_attempts,pass_yards,pass_touchdowns
72,78,62.5,-9.5,-15.5,6,Jayden Daniels,QB,7,5,QB 5,QB 7,WAS,7,,Starter,Slight reach,298.0,17.5,287.0,16.88,183.4,309.0,18.18,-22.0,10.9,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #29, rush volume #8",29,8,0.542,452.0,479.0,,,117.6,126.0,7.6,3.1,7,117.1,16.7,34,11566,126.0,686.0,6.0,,,,,318.0,479.0,3328.0,21.0
56,57,62.9,6.9,5.9,6,Jalen Hurts,QB,4,6,QB 6,QB 4,PHI,10,,Strong starter,Fair,304.9,17.9,301.6,17.74,233.1,311.0,18.29,-9.4,13.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #31, rush volume #2",31,2,0.515,473.2,462.0,,,103.0,120.0,14.4,14.9,16,305.0,19.1,9,6904,120.0,515.0,9.0,,,,,300.0,462.0,3326.0,21.0
85,53,64.0,-21.0,11.0,6,Carnell Tate,WR,37,28,WR 28,WR 37,TEN,9,Ques,Depth,Depth,181.8,10.7,196.4,11.55,196.4,177.0,10.41,19.4,17.0,Low,rookie,"Rookie model: pick 4, age and destination-team environment; team pass volume #18, rush volume #30",18,30,0.589,,,0.0,,0.0,2.0,0.0,16.3,,,,,13279,2.0,10.0,,65.0,,813.0,5.0,,,,
50,52,65.6,15.6,13.6,6,Tucker Kraft,TE,7,6,TE 6,TE 7,GB,11,Ques,Starter,Target,177.0,10.4,180.1,10.59,145.0,174.0,10.24,6.1,13.7,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #30, rush volume #4",30,4,0.525,,,93.8,,2.2,,19.2,17.1,8,117.2,14.6,24,9484,,,,67.0,,774.0,5.0,,,,
59,63,66.1,7.1,3.1,6,Rome Odunze,WR,23,29,WR 29,WR 23,CHI,10,,Starter,Value,198.7,11.7,193.6,11.39,144.6,208.0,12.24,-14.4,12.7,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #13, rush volume #6",13,6,0.555,,,111.3,,1.6,1.0,12.6,10.1,12,146.1,12.2,41,11620,1.0,6.0,,68.0,,973.0,7.0,,,,
67,101,67.1,0.1,-33.9,6,Harold Fannin,TE,12,7,TE 7,TE 12,CLE,11,,Starter,Fair,164.2,9.7,148.4,8.73,115.1,180.0,10.59,-31.6,13.2,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #4, rush volume #26",4,26,0.596,,,95.3,,2.3,6.0,8.5,-8.2,16,186.4,11.7,6,12506,6.0,25.0,,74.0,,739.0,5.0,,,,
28,21,68.2,40.2,47.2,6,Kyle Pitts,TE,3,8,TE 8,TE 3,ATL,11,,Strong starter,Target,197.7,11.6,211.6,12.45,185.0,172.0,10.12,39.6,14.9,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #17, rush volume #5",17,5,0.545,,,109.6,,0.0,,39.0,46.2,17,210.8,12.4,2,7553,,,,66.0,,756.0,5.0,,,,
65,89,69.1,4.1,-19.9,6,Christian Watson,WR,27,30,WR 30,WR 27,GB,11,,Starter,Fair,194.0,11.4,180.0,10.59,131.1,208.0,12.24,-28.0,12.4,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #30, rush volume #4",30,4,0.525,,,97.5,,2.4,2.0,8.9,-0.1,10,132.4,13.2,46,8167,2.0,14.0,,63.0,,1012.0,7.0,,,,
81,39,69.7,-11.3,30.7,6,Jadarian Price,RB,24,26,RB 26,RB 24,SEA,11,,Starter,Slight reach,182.9,10.8,221.7,13.04,151.2,170.0,10.0,51.7,11.6,Low,rookie,"Rookie model: pick 32, age and destination-team environment; team pass volume #23, rush volume #21",23,21,0.557,,,0.0,,0.0,212.0,3.6,27.7,,,,,13286,212.0,912.0,7.0,19.0,,138.0,1.0,,,,
47,35,71.9,24.9,36.9,6,Caleb Williams,QB,3,7,QB 7,QB 3,CHI,10,,Strong starter,Target,312.4,18.4,319.6,18.8,290.2,299.0,17.59,20.6,15.4,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #13, rush volume #6",13,6,0.555,551.5,514.0,,,88.3,75.0,23.7,33.9,17,325.3,19.1,5,11560,75.0,373.0,3.0,,,,,316.0,514.0,3651.0,28.0
60,60,72.4,12.4,12.4,7,Brian Thomas,WR,26,31,WR 31,WR 26,JAX,7,,Starter,Value,196.8,11.6,197.8,11.63,159.1,195.0,11.47,2.8,13.7,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #11, rush volume #15",11,15,0.567,,,104.9,,4.8,3.0,12.1,14.3,14,138.8,9.9,42,11631,3.0,17.0,,62.0,,897.0,7.0,,,,
86,85,73.6,-12.4,-11.4,7,Jaylen Warren,RB,25,27,RB 27,RB 25,PIT,9,,Depth,Depth,177.6,10.4,181.1,10.65,135.2,171.0,10.06,10.1,12.7,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #24, rush volume #18",24,18,0.556,,,47.9,,182.4,172.0,0.0,0.0,16,217.1,13.6,17,8228,172.0,759.0,5.0,36.0,,267.0,1.0,,,,
93,91,74.3,-18.7,-16.7,7,DK Metcalf,WR,40,32,WR 32,WR 40,PIT,9,Ques,Depth,Depth,178.1,10.5,175.4,10.32,136.1,183.0,10.76,-7.6,13.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #24, rush volume #18",24,18,0.556,,,96.5,,1.8,2.0,-2.9,-3.6,15,187.2,12.5,26,5846,2.0,10.0,,62.0,,843.0,6.0,,,,
75,68,75.7,0.7,7.7,7,Marvin Harrison,WR,31,33,WR 33,WR 31,ARI,14,,Starter,Fair,189.3,11.1,191.1,11.24,135.1,186.0,10.94,5.1,12.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #3, rush volume #29",3,29,0.602,,,107.4,,1.4,,5.3,7.8,12,127.8,10.7,49,11628,,,,62.0,,882.0,6.0,,,,
121,131,76.1,-44.9,-54.9,7,Chuba Hubbard,RB,34,28,RB 28,RB 34,CAR,5,Ques,Depth,Depth,153.1,9.0,155.9,9.17,102.5,148.0,8.71,7.9,11.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #22, rush volume #23",22,23,0.564,,,43.5,,149.4,181.0,-16.1,-16.6,15,125.4,8.4,38,7594,181.0,766.0,5.0,22.0,,153.0,1.0,,,,
83,99,76.7,-6.3,-22.3,7,Parker Washington,WR,35,34,WR 34,WR 35,JAX,7,Ques,Starter,Fair,184.7,10.9,170.1,10.0,133.4,212.0,12.47,-41.9,13.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #11, rush volume #15",11,15,0.567,,,94.8,,3.6,10.0,2.3,-7.8,16,184.7,11.5,27,9487,10.0,58.0,,72.0,,906.0,7.0,,,,
193,92,78.6,-114.4,-13.4,7,Jordyn Tyson,WR,66,35,WR 35,WR 66,NO,8,Doub,Depth,Depth,127.2,7.5,175.7,10.34,153.8,111.0,6.53,64.7,14.9,Low,rookie,"Rookie model: pick 8, age and destination-team environment; team pass volume #8, rush volume #22",8,22,0.58,,,0.0,,0.0,1.0,-47.9,-3.9,,,,,13281,1.0,6.0,,41.0,,514.0,3.0,,,,
108,71,79.9,-28.1,8.9,7,RJ Harvey,RB,29,29,RB 29,RB 29,DEN,10,,Depth,Depth,166.6,9.8,189.2,11.13,141.7,144.0,8.47,45.2,12.7,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #6, rush volume #19",6,19,0.57,,,56.8,,150.7,124.0,-8.2,6.1,17,206.6,12.2,20,12489,124.0,515.0,3.0,37.0,,276.0,2.0,,,,
68,51,80.9,12.9,29.9,7,Courtland Sutton,WR,28,36,WR 36,WR 28,DEN,10,,Starter,Value,193.4,11.4,203.9,11.99,147.4,174.0,10.24,29.9,12.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #6, rush volume #19",6,19,0.57,,,115.3,,0.2,,8.4,17.2,17,219.7,12.9,13,5045,,,,59.0,,793.0,6.0,,,,
95,107,81.7,-13.3,-25.3,7,Dak Prescott,QB,15,8,QB 8,QB 15,DAL,14,,Depth,Depth,281.1,16.5,268.8,15.81,198.7,304.0,17.88,-35.2,12.6,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #2, rush volume #20",2,20,0.586,556.2,580.0,,,44.4,44.0,-3.8,-9.9,17,323.8,19.0,6,3294,44.0,152.0,1.0,,,,,389.0,580.0,4292.0,31.0
92,75,82.3,-9.7,7.3,7,Michael Wilson,WR,39,37,WR 37,WR 39,ARI,14,,Depth,Depth,178.7,10.5,185.5,10.91,143.7,166.0,9.76,19.5,13.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #3, rush volume #29",3,29,0.602,,,107.5,,1.3,1.0,-2.4,4.2,17,220.6,13.0,10,10232,1.0,6.0,,59.0,,764.0,5.0,,,,
78,72,83.4,5.4,11.4,7,Justin Herbert,QB,11,9,QB 9,QB 11,LAC,7,,Starter,Fair,291.5,17.1,289.6,17.04,212.5,295.0,17.35,-5.4,12.5,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #14, rush volume #16",14,16,0.569,541.4,533.0,,,78.5,70.0,3.9,5.4,16,299.8,18.7,10,6797,70.0,338.0,3.0,,,,,355.0,533.0,3842.0,26.0
98,119,83.5,-14.5,-35.5,7,Jaxson Dart,QB,16,10,QB 10,QB 16,NYG,8,,Depth,Depth,280.2,16.5,263.5,15.5,190.7,297.0,17.47,-33.5,12.3,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #19, rush volume #10",19,10,0.558,455.8,495.0,,,98.9,106.0,-4.3,-13.5,14,246.5,17.6,14,12508,106.0,539.0,6.0,,,,,322.0,495.0,3366.0,22.0
102,105,85.1,-16.9,-19.9,8,Rhamondre Stevenson,RB,28,30,RB 30,RB 28,NE,11,,Depth,Depth,167.7,9.9,167.1,9.83,111.1,169.0,9.94,-1.9,11.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #27, rush volume #12",27,12,0.551,,,44.9,,158.3,183.0,-6.6,-9.3,14,178.8,12.8,25,7611,183.0,786.0,6.0,29.0,,214.0,1.0,,,,
118,158,86.0,-32.0,-72.0,8,Makai Lemon,WR,47,38,WR 38,WR 47,PHI,10,Ques,Depth,Depth,163.1,9.6,145.4,8.55,106.6,169.0,9.94,-23.6,12.5,Low,rookie,"Rookie model: pick 20, age and destination-team environment; team pass volume #31, rush volume #2",31,2,0.515,,,0.0,,0.0,2.0,-13.8,-25.5,,,,,13294,2.0,10.0,,60.0,,775.0,5.0,,,,
103,96,87.6,-15.4,-8.4,8,Tony Pollard,RB,27,31,RB 31,RB 27,TEN,9,,Depth,Depth,168.3,9.9,172.8,10.16,122.3,160.0,9.41,12.8,12.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #18, rush volume #30",18,30,0.589,,,38.5,,208.0,189.0,-6.6,-5.9,17,185.8,10.9,23,5967,189.0,794.0,5.0,28.0,,187.0,1.0,,,,
111,110,88.5,-22.5,-21.5,8,Rico Dowdle,RB,30,32,RB 32,RB 30,PIT,9,,Depth,Depth,164.8,9.7,166.8,9.81,130.3,161.0,9.47,5.8,13.3,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #24, rush volume #18",24,18,0.556,,,38.3,,185.3,159.0,-10.0,-11.2,17,216.3,12.7,18,7021,159.0,678.0,4.0,38.0,,273.0,1.0,,,,
62,65,90.0,28.0,25.0,8,Dalton Kincaid,TE,9,9,TE 9,TE 9,BUF,7,,Starter,Target,167.8,9.9,169.8,9.99,135.7,164.0,9.65,5.8,13.6,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #28, rush volume #3",28,3,0.52,,,82.5,,0.7,,11.7,8.7,12,126.1,10.5,20,10236,,,,66.0,,736.0,4.0,,,,
63,77,90.3,27.3,13.3,8,George Kittle,TE,10,10,TE 10,TE 10,SF,8,PUP,Starter,Target,166.2,9.8,163.5,9.62,121.0,169.0,9.94,-5.5,12.6,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #16, rush volume #9",16,9,0.551,,,96.8,,0.9,,9.6,3.4,11,161.5,14.7,13,4217,,,,62.0,,713.0,6.0,,,,
94,81,92.6,-1.4,11.6,8,J.K. Dobbins,RB,26,33,RB 33,RB 26,DEN,10,,Depth,Depth,172.4,10.1,184.8,10.87,120.0,160.0,9.41,24.8,11.0,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #6, rush volume #19",6,19,0.57,,,32.4,,234.2,171.0,-3.4,2.4,10,115.9,11.6,43,6806,171.0,732.0,6.0,26.0,,190.0,1.0,,,,
61,70,93.6,32.6,23.6,8,Travis Kelce,TE,8,11,TE 11,TE 8,KC,5,,Starter,Target,170.0,10.0,169.5,9.97,121.6,171.0,10.06,-1.5,12.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #5, rush volume #25",5,25,0.589,,,97.0,,0.8,,12.1,7.6,17,193.2,11.4,3,1466,,,,70.0,,714.0,5.0,,,,
105,108,95.8,-9.2,-12.2,8,Chris Godwin,WR,45,39,WR 39,WR 45,TB,10,,Depth,Depth,166.0,9.8,158.0,9.29,71.8,174.0,10.24,-16.0,7.7,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #12, rush volume #11",12,11,0.562,,,88.0,,1.0,1.0,-7.2,-10.0,9,83.0,9.2,78,4037,1.0,6.0,,68.0,,750.0,5.0,,,,
126,143,96.0,-30.0,-47.0,8,Kyle Monangai,RB,33,34,RB 34,RB 33,CHI,10,Ques,Depth,Depth,154.0,9.1,153.0,9.0,112.8,155.0,9.12,-2.0,12.5,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #13, rush volume #6",13,6,0.555,,,34.9,,160.3,166.0,-17.4,-20.7,17,146.7,8.6,30,12534,166.0,751.0,6.0,23.0,,165.0,1.0,,,,
84,76,97.2,13.2,21.2,9,Alec Pierce,WR,36,40,WR 40,WR 36,IND,13,PUP,Starter,Value,182.4,10.7,184.8,10.87,143.9,178.0,10.47,6.8,13.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #21, rush volume #13",21,13,0.554,,,102.7,,0.7,1.0,0.5,3.6,15,183.3,12.2,28,8142,1.0,7.0,,54.0,,872.0,6.0,,,,
77,80,97.5,20.5,17.5,9,Trevor Lawrence,QB,10,11,QB 11,QB 10,JAX,7,,Starter,Target,291.9,17.2,285.9,16.82,231.8,303.0,17.82,-17.1,13.8,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #11, rush volume #15",11,15,0.567,525.1,522.0,,,73.4,79.0,4.6,3.0,17,350.1,20.6,4,7523,79.0,339.0,5.0,,,,,329.0,522.0,3788.0,26.0
74,56,99.6,25.6,43.6,9,Matthew Stafford,QB,9,12,QB 12,QB 9,LAR,11,,Starter,Target,292.8,17.2,299.7,17.63,265.8,280.0,16.47,19.7,15.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #7, rush volume #14",7,14,0.568,636.2,528.0,,,20.0,27.0,5.9,15.5,17,358.3,21.1,3,421,27.0,19.0,,,,,,343.0,528.0,4033.0,32.0
99,126,100.8,1.8,-25.2,9,Jake Ferguson,TE,15,12,TE 12,TE 15,DAL,14,,Depth,Depth,148.2,8.7,141.9,8.35,126.2,160.0,9.41,-18.1,15.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #2, rush volume #20",2,20,0.586,,,91.5,,0.8,,-4.4,-15.1,17,188.1,11.1,5,8110,,,,70.0,,618.0,5.0,,,,
110,102,102.1,-7.9,0.1,9,Michael Pittman,WR,43,41,WR 41,WR 43,PIT,9,Ques,Depth,Depth,169.9,10.0,169.3,9.96,137.2,171.0,10.06,-1.7,13.8,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #24, rush volume #18",24,18,0.556,,,100.0,,0.5,1.0,-9.7,-8.8,17,202.4,11.9,18,6819,1.0,7.0,,69.0,,772.0,4.0,,,,
157,182,103.5,-53.5,-78.5,9,Blake Corum,RB,43,35,RB 35,RB 43,LAR,11,,Depth,Depth,132.3,7.8,130.9,7.7,95.1,135.0,7.94,-4.1,12.4,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #7, rush volume #14",7,14,0.568,,,26.0,,146.8,172.0,-33.0,-36.6,17,122.2,7.2,40,11586,172.0,757.0,6.0,15.0,,106.0,,,,,
76,61,104.5,28.5,43.5,9,Jordan Addison,WR,33,42,WR 42,WR 33,MIN,6,,Starter,Target,188.0,11.1,196.6,11.56,167.2,172.0,10.12,24.6,14.5,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #26, rush volume #27",26,27,0.575,,,103.9,,4.8,4.0,5.3,14.1,14,135.1,9.7,45,9756,4.0,22.0,,60.0,,795.0,5.0,,,,
97,86,104.6,7.6,18.6,9,Jakobi Meyers,WR,41,43,WR 43,WR 41,JAX,7,,Depth,Depth,176.2,10.4,180.1,10.59,124.6,169.0,9.94,11.1,11.8,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #11, rush volume #15",11,15,0.567,,,101.3,,2.8,4.0,-3.9,0.0,16,175.8,11.0,32,5947,4.0,21.0,,64.0,,732.0,5.0,,,,
71,58,107.2,36.2,49.2,9,Patrick Mahomes,QB,8,13,QB 13,QB 8,KC,5,Ques,Starter,Target,296.8,17.5,302.1,17.77,218.8,287.0,16.88,15.1,12.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #5, rush volume #25",5,25,0.589,548.8,555.0,,,77.2,47.0,7.7,14.4,14,296.7,21.2,11,4046,47.0,202.0,1.0,,,,,370.0,555.0,3962.0,29.0
70,46,108.9,38.9,62.9,10,Quentin Johnston,WR,30,44,WR 44,WR 30,LAC,7,Ques,Starter,Target,192.1,11.3,207.2,12.19,159.7,164.0,9.65,43.2,13.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #14, rush volume #16",14,16,0.569,,,114.2,,3.0,2.0,7.9,20.9,14,171.2,12.2,34,9754,2.0,11.0,,58.0,,748.0,5.0,,,,
113,111,109.6,-3.4,-1.4,10,Josh Downs,WR,44,45,WR 45,WR 44,IND,13,,Depth,Depth,167.2,9.8,164.7,9.69,121.1,172.0,10.12,-7.3,12.5,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #21, rush volume #13",21,13,0.554,,,91.5,,2.3,2.0,-10.7,-11.3,16,136.4,8.5,44,9500,2.0,13.0,,70.0,,770.0,4.0,,,,
57,38,110.8,53.8,72.8,10,Wan'Dale Robinson,WR,25,46,WR 46,WR 25,TEN,9,,Starter,Target,197.7,11.6,212.1,12.48,188.3,171.0,10.06,41.1,15.1,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #18, rush volume #30",18,30,0.589,,,125.2,,2.6,3.0,14.1,28.4,16,217.9,13.6,14,8126,3.0,16.0,,71.0,,741.0,4.0,,,,
124,135,111.4,-12.6,-23.6,10,Kenny Gainwell,RB,32,36,RB 36,RB 32,TB,10,,Depth,Depth,156.0,9.2,158.2,9.31,125.8,152.0,8.94,6.2,13.5,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #12, rush volume #11",12,11,0.562,,,57.5,,107.5,99.0,-17.2,-18.2,17,221.3,13.0,16,7567,99.0,418.0,3.0,47.0,,355.0,2.0,,,,
152,161,111.9,-40.1,-49.1,10,Jacory Croskey-Merritt,RB,42,37,RB 37,RB 42,WAS,7,,Depth,Depth,135.2,8.0,142.5,8.38,102.5,128.0,7.53,14.5,12.2,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #29, rush volume #8",29,8,0.542,,,27.1,,165.5,141.0,-30.4,-27.7,17,140.3,8.3,33,12533,141.0,614.0,5.0,19.0,,135.0,1.0,,,,
147,210,113.7,-33.3,-96.3,10,Isaiah Likely,TE,26,13,TE 13,TE 26,NYG,8,,Depth,Depth,117.0,6.9,95.4,5.61,70.5,157.0,9.24,-61.6,12.6,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #19, rush volume #10",19,10,0.558,,,53.8,,0.0,,-26.8,-47.1,14,61.7,4.4,45,8131,,,,62.0,,653.0,5.0,,,,
79,127,114.5,35.5,-12.5,10,Jayden Reed,WR,34,47,WR 47,WR 34,GB,11,,Starter,Target,187.6,11.0,156.2,9.19,100.7,198.0,11.65,-41.8,11.0,Low,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #30, rush volume #4",30,4,0.525,,,78.7,,9.1,14.0,3.8,-15.5,7,48.5,6.9,115,10222,14.0,83.0,,70.0,,853.0,6.0,,,,
117,109,115.9,-1.1,6.9,10,Stefon Diggs,WR,48,48,WR 48,WR 48,WAS,7,,Depth,Depth,162.6,9.6,165.6,9.74,118.3,157.0,9.24,8.6,12.1,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #29, rush volume #8",29,8,0.542,,,95.2,,0.8,1.0,-13.7,-10.3,17,210.3,12.4,17,2449,1.0,6.0,,64.0,,687.0,4.0,,,,
119,180,116.6,-2.4,-63.4,10,Jonathon Brooks,RB,38,38,RB 38,RB 38,CAR,5,,Depth,Depth,140.3,8.3,96.2,5.66,40.7,155.0,9.12,-58.8,7.2,Low,veteran,"Veteran model: 2024 form, prior-year trend and same team pass/run forecast; team pass volume #22, rush volume #23",22,23,0.564,,,28.6,,94.5,160.0,-15.8,-36.0,,,,,11583,160.0,684.0,4.0,34.0,,245.0,1.0,,,,
104,103,117.9,13.9,14.9,10,Oronde Gadsden,TE,18,14,TE 14,TE 18,LAC,7,,Depth,Depth,144.5,8.5,147.1,8.65,111.5,142.0,8.35,5.1,12.9,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #14, rush volume #16",14,16,0.569,,,75.5,,0.2,,-6.6,-9.0,15,131.4,8.8,15,12493,,,,56.0,,618.0,4.0,,,,
151,191,118.7,-32.3,-72.3,10,Jordan Mason,RB,44,39,RB 39,RB 44,MIN,6,,Depth,Depth,132.2,7.8,120.5,7.09,78.0,154.0,9.06,-33.5,11.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #26, rush volume #27",26,27,0.575,,,20.3,,151.2,190.0,-29.4,-39.2,16,128.9,8.1,36,8408,190.0,797.0,6.0,20.0,,140.0,1.0,,,,
91,116,120.7,29.7,4.7,11,Brock Purdy,QB,14,14,QB 14,QB 14,SF,8,,Depth,Depth,282.9,16.6,262.9,15.46,180.1,303.0,17.82,-40.1,11.6,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #16, rush volume #9",16,9,0.551,483.9,494.0,,,55.8,64.0,-2.3,-13.2,9,187.4,20.8,24,8183,64.0,242.0,3.0,,,,,333.0,494.0,3900.0,30.0
58,48,121.1,63.1,73.1,11,Bo Nix,QB,5,15,QB 15,QB 5,DEN,10,,Strong starter,Target,301.4,17.7,304.3,17.9,257.7,296.0,17.41,8.3,14.4,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #6, rush volume #19",6,19,0.57,529.8,555.0,,,81.1,76.0,12.9,18.7,17,315.8,18.6,7,11563,76.0,330.0,4.0,,,,,366.0,555.0,3768.0,26.0
132,140,123.0,-9.0,-17.0,11,Aaron Jones,RB,37,40,RB 40,RB 37,MIN,6,,Depth,Depth,144.2,8.5,148.0,8.71,87.3,137.0,8.06,11.0,10.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #26, rush volume #27",26,27,0.575,,,41.7,,152.2,131.0,-19.6,-19.5,12,118.7,9.9,41,4199,131.0,563.0,3.0,34.0,,248.0,1.0,,,,
90,87,124.2,34.2,37.2,11,Dallas Goedert,TE,14,15,TE 15,TE 14,PHI,10,,Depth,Depth,150.9,8.9,158.9,9.35,121.8,136.0,8.0,22.9,13.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #31, rush volume #2",31,2,0.515,,,86.8,,0.5,,-1.8,0.0,15,185.1,12.3,7,5022,,,,53.0,,590.0,4.0,,,,
139,137,125.1,-13.9,-11.9,11,KC Concepcion,WR,52,49,WR 49,WR 52,CLE,11,,Depth,Depth,156.4,9.2,157.8,9.28,135.3,156.0,9.18,1.8,14.6,Low,rookie,"Rookie model: pick 24, age and destination-team environment; team pass volume #4, rush volume #26",4,26,0.596,,,0.0,,0.0,9.0,-21.8,-19.2,,,,,13298,9.0,54.0,,58.0,,710.0,4.0,,,,
154,166,128.2,-25.8,-37.8,11,Rachaad White,RB,40,41,RB 41,RB 40,WAS,7,Ques,Depth,Depth,138.1,8.1,143.6,8.45,111.7,128.0,7.53,15.6,13.2,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #29, rush volume #8",29,8,0.542,,,41.3,,132.1,114.0,-30.7,-29.1,17,143.0,8.4,32,8136,114.0,468.0,3.0,34.0,,253.0,1.0,,,,
106,144,129.5,23.5,-14.5,11,Mark Andrews,TE,19,16,TE 16,TE 19,BAL,13,,Depth,Depth,143.0,8.4,132.3,7.78,103.7,163.0,9.59,-30.7,13.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #32, rush volume #1",32,1,0.497,,,69.0,,6.5,6.0,-8.0,-20.8,17,131.0,7.7,16,5012,6.0,12.0,,60.0,,653.0,6.0,,,,
140,175,130.8,-9.2,-44.2,11,Matthew Golden,WR,55,50,WR 50,WR 55,GB,11,,Depth,Depth,151.6,8.9,133.3,7.84,97.6,170.0,10.0,-36.7,12.5,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #30, rush volume #4",30,4,0.525,,,71.8,,6.6,8.0,-22.2,-34.4,14,70.0,5.0,89,12501,8.0,51.0,,58.0,,770.0,5.0,,,,
122,124,131.3,9.3,7.3,11,Romeo Doubs,WR,49,51,WR 51,WR 49,NE,11,,Depth,Depth,161.9,9.5,162.4,9.55,132.4,161.0,9.47,1.4,13.9,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #27, rush volume #12",27,12,0.551,,,90.8,,0.8,,-16.3,-14.5,16,165.4,10.3,37,8121,,,,57.0,,742.0,5.0,,,,
